Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE35,OUT019,135.7209847060428
NCD31,OUT035,2865.8268409856523
FDJ56,OUT035,1638.3039155017086
NCU53,OUT046,2410.6667669482927
FDD39,OUT035,3135.356566232932
NCU17,OUT019,240.78810275417842
FDJ20,OUT046,2032.841661463683
NCW41,OUT018,2428.357760501241
FDL52,OUT035,679.3962220897334
FDS39,OUT035,2157.4811023314223
DRJ47,OUT045,2894.298959804462
FDP13,OUT010,93.21570424732016
DRK39,OUT010,183.03045096762872
FDF28,OUT010,246.24443954665279
FDB09,OUT045,1923.8795201321527
FDM51,OUT046,1583.6241595332365
DRM49,OUT018,645.0972502770842
DRF23,OUT013,2684.095101859121
DRH01,OUT035,3217.6523948769377
FDH12,OUT027,2751.519632834112
FDA28,OUT019,248.13505954425665
FDW37,OUT018,1313.3334951578101
FDF02,OUT046,1683.7775437586977
DRL37,OUT046,661.6234262623312
NCF43,OUT046,2083.7751066392743
FDH08,OUT010,576.5512992066549
FDR34,OUT019,649.8445613284546
NCK19,OUT049,3261.2401096045014
NCD55,OUT018,451.5600299885168
FDT27,OUT049,3839.663952135762
FDQ57,OUT045,2386.8546678942307
FDA47,OUT035,2441.2586818089153
DRG15,OUT027,1722.1754882177981
FDE05,OUT018,2051.190408385488
FDN46,OUT046,1692.3431547413963
FDX27,OUT027,2751.166069156417
FDT51,OUT045,1814.483829273414
FDU33,OUT013,734.7400804449414
FDJ16,OUT027,1899.634272352724
FDD20,OUT019,287.4748695547828
FDT36,OUT049,515.6564177035981
DRF15,OUT027,3795.6559909556004
FDN52,OUT010,179.19665553877712
FDC22,OUT027,5912.548811100061
FDX15,OUT045,2815.7820608724874
FDT13,OUT013,3137.4941813902765
FDU04,OUT017,1987.1178455765103
FDU31,OUT019,437.206733879793
FDW59,OUT027,2466.3147613154124
NCO29,OUT046,2471.6137981903844
FDL15,OUT035,2584.124317441735
FDI41,OUT049,2360.613573352951
FDQ48,OUT049,1544.1826474429538
DRI39,OUT013,798.0725178928867
FDI08,OUT013,4225.683317644154
FDC21,OUT049,1813.740548221641
FDF58,OUT035,1033.514217124218
FDS08,OUT010,358.14966003000444
FDE47,OUT045,1963.0307686878625
NCP18,OUT019,260.559498007681
NCR41,OUT013,1522.917129678057
FDA27,OUT013,3729.4929663322696
FDA43,OUT035,3125.4796056711953
FDA49,OUT045,1283.850255547604
NCE55,OUT018,2879.971376742062
DRM49,OUT027,997.5120425240834
FDF22,OUT027,4862.497027195487
FDQ15,OUT018,1168.152796195494
NCS54,OUT017,2995.748557721307
NCY05,OUT013,610.9859863493466
FDR45,OUT046,4140.25810175484
FDK57,OUT049,2023.9894903860124
FDF41,OUT010,600.8509355844398
FDV21,OUT046,2194.7644052542773
FDD51,OUT046,772.6526949190567
FDF33,OUT046,1721.590154555759
FDA38,OUT046,4157.474721928325
FDR56,OUT045,3051.878055596336
NCN41,OUT017,1945.1409087507607
FDC60,OUT027,2427.0882014680788
FDB47,OUT045,3360.262905068616
DRH01,OUT013,3190.534533642911
FDW08,OUT046,1742.7260409456221
FDF38,OUT027,836.8366392427722
FDY32,OUT017,2431.624987164052
FDG34,OUT049,1735.8054005741276
FDG47,OUT019,529.5025121149826
NCF18,OUT035,3076.230041440318
FDL39,OUT019,551.0884981564527
NCH55,OUT035,1995.8915559712705
DRJ35,OUT049,937.6359866120806
FDS44,OUT035,3976.077055992931
DRE01,OUT018,3796.147613852417
FDY39,OUT013,3244.549582700052
FDY32,OUT018,2334.409558767152
FDR33,OUT027,3474.480258401298
NCP50,OUT049,1212.7778432401444
FDZ47,OUT018,1259.834395284607
FDU57,OUT049,2323.774535234731
FDY44,OUT013,3122.5706525759147
DRH59,OUT018,1006.1775192478788
FDB03,OUT027,6979.572052854978
FDY46,OUT045,3039.3756003423387
FDM39,OUT045,2962.9996250660756
FDY36,OUT035,1313.1241073003837
NCM55,OUT035,3219.2441302880743
FDJ50,OUT010,184.6114499188219
DRL60,OUT013,2365.1539924151302
NCJ54,OUT049,3731.610585795795
FDX59,OUT017,507.9949579352118
FDI07,OUT013,2865.2524471997917
DRF51,OUT010,109.22091583443576
FDM14,OUT017,1669.176278320077
FDP21,OUT045,3166.9672348854974
FDE40,OUT035,1162.406842729118
FDE05,OUT035,2451.3428628787437
FDM13,OUT027,2956.7801310938466
FDC34,OUT027,3740.0934047636088
NCI55,OUT018,1940.9317844126883
NCE43,OUT018,2602.3846440311954
FDW58,OUT018,1387.3044751274615
FDG60,OUT045,4006.348754311282
FDV31,OUT017,2779.2779988767793
FDR47,OUT013,3158.9713486081023
FDM60,OUT019,73.80594213659315
NCF06,OUT018,3645.4965095708885
NCN26,OUT027,2310.5649687611367
FDQ59,OUT049,1274.467938889615
FDF09,OUT046,663.1957412249856
NCS06,OUT017,4139.534427321021
FDT44,OUT046,1974.8814535473603
FDI19,OUT017,3997.851165617248
FDT22,OUT017,964.592915054376
NCF54,OUT027,4220.396918259724
DRG25,OUT045,3247.625063987146
FDB59,OUT017,2888.0895018663937
FDQ37,OUT017,3311.003897099544
FDP56,OUT035,731.1216501321828
FDW44,OUT035,2923.6241452966697
FDJ26,OUT010,510.3271438636598
FDU43,OUT018,3327.6359301098146
FDW33,OUT045,1680.4113000406803
NCX53,OUT027,3356.6020080856288
FDN56,OUT010,500.9084031279602
DRF15,OUT049,2188.8510053908626
FDO33,OUT017,1795.4960581241837
FDZ39,OUT010,227.82475448456148
NCJ19,OUT017,885.2018374333654
FDU01,OUT035,3023.196463171538
FDT12,OUT035,4030.7512202936405
NCM18,OUT018,890.1736126094422
FDP19,OUT017,2661.7428478866595
NCR42,OUT049,504.0223497120904
FDN10,OUT046,1975.1186405725318
FDG44,OUT017,834.3785177419329
FDQ10,OUT046,3223.7422357422706
DRH13,OUT049,1632.6320859791883
FDT52,OUT013,3999.4772859562654
FDM56,OUT045,1666.3023923008295
NCO43,OUT010,250.06325182654962
NCV29,OUT035,2990.0823330201797
NCF06,OUT013,4118.061896302638
FDO50,OUT035,1431.4574574222695
FDT59,OUT013,3895.3050321098785
FDX40,OUT027,847.2401748230219
FDE50,OUT017,3093.3051050029953
FDX51,OUT017,3093.3611103705152
NCD30,OUT018,1415.2709814941086
FDK15,OUT013,1617.1459360009248
FDL12,OUT045,1155.8831728301054
FDK46,OUT017,4344.265171987823
DRH49,OUT010,191.67317536414404
FDQ57,OUT046,2527.0161474394704
FDY59,OUT017,1497.2823347173312
FDO09,OUT018,4310.7601658565145
NCG30,OUT035,2026.8738275577853
FDM09,OUT017,2853.085246057004
NCN17,OUT027,2738.4026092204217
NCS42,OUT013,1430.6186571500816
FDD02,OUT019,275.40234308251866
FDE34,OUT013,3226.682175745054
FDU38,OUT045,3106.6637368236297
FDB33,OUT046,2629.874516195858
NCJ29,OUT017,1289.1556445709873
FDZ27,OUT035,711.9828700297734
FDI40,OUT013,1544.1099873198823
FDG22,OUT013,578.0211045324884
FDT51,OUT017,1797.9604712482212
FDF20,OUT018,2865.669570204529
FDV50,OUT035,2042.4143942314604
FDT02,OUT049,597.6179284069658
DRC49,OUT017,2611.176716868931
FDF26,OUT049,2202.9310693146426
FDV52,OUT035,2013.3378686773704
FDX59,OUT049,543.6672347623147
FDV25,OUT035,4167.560374369236
FDW23,OUT027,967.346502825675
FDE53,OUT018,1317.8115465665524
FDA19,OUT017,1962.745831022194
FDH22,OUT046,2062.312246065753
NCO41,OUT013,1544.4846324051612
FDX12,OUT017,4170.007625851378
FDF17,OUT013,3179.066116244803
FDS11,OUT045,4004.6672692359734
FDR51,OUT035,2407.2638414729586
FDT49,OUT010,223.4412386636048
FDC56,OUT013,2137.7717011597356
FDR13,OUT027,2795.160205697351
FDQ60,OUT035,1970.229809569959
FDN38,OUT049,4097.031246154384
NCL29,OUT013,2346.1861003259946
FDO13,OUT027,4110.359547027325
FDE26,OUT018,2074.5350588662163
FDA31,OUT010,407.0772036173841
FDX14,OUT035,1274.297901661686
FDA34,OUT045,3048.6490220370233
FDF26,OUT013,2208.572656922301
FDE38,OUT045,2562.9367979054596
DRI11,OUT046,1921.7202290241423
FDQ60,OUT027,3131.9131938620408
FDL21,OUT027,930.7348516733932
DRC12,OUT027,5094.489141394375
FDC47,OUT046,3949.5901679525045
FDE57,OUT045,1985.6836806429817
FDT14,OUT045,2074.383906064203
NCZ53,OUT046,3177.959404901362
FDE28,OUT018,4158.6927561876255
FDR19,OUT035,2799.946923134367
NCF54,OUT019,393.4494462074714
FDZ08,OUT046,1294.8424157205486
NCJ05,OUT018,2386.2372061981973
FDF59,OUT046,1994.5444834654852
NCO05,OUT035,1667.25812443523
FDW24,OUT018,645.9023496149351
NCX42,OUT018,2492.431181652636
NCA53,OUT035,756.5210565201467
FDI45,OUT019,379.93445836948246
FDG46,OUT046,1923.5654636679656
FDM20,OUT010,547.853279159115
FDW11,OUT010,158.6641492798147
FDX08,OUT035,2982.6462219457662
NCK17,OUT035,678.0980094414854
FDK32,OUT018,2082.053532701733
NCA42,OUT035,2409.014490102747
DRI01,OUT035,3077.2303828232275
NCL55,OUT049,3886.611879676714
DRE25,OUT018,1431.3687926428186
FDD14,OUT017,3161.7368851764622
FDB10,OUT046,3956.3093258003714
DRN11,OUT035,2904.089934370277
FDP38,OUT018,680.2918393836118
NCA30,OUT017,2960.548057751365
FDT15,OUT017,3183.0735616710153
NCP55,OUT018,855.0630381270898
FDF12,OUT035,2313.697864077565
FDM21,OUT018,3563.4915451354736
FDX56,OUT035,3264.216897123866
FDF10,OUT017,2814.5940894199716
FDT32,OUT045,3062.281287239572
FDM51,OUT018,1407.0138683210464
NCR50,OUT018,2449.3720296819624
FDI19,OUT049,4015.0310993012904
FDX21,OUT017,1698.408556336202
FDR31,OUT035,2612.049097565084
FDY02,OUT013,3915.06196998234
NCA29,OUT045,3033.1176897550868
NCX17,OUT046,3593.8419846065794
FDM12,OUT045,3064.4370924806763
FDI53,OUT027,3922.964667836254
NCU30,OUT049,2712.7549891581652
FDC56,OUT027,3227.056186695618
FDK27,OUT018,1889.9032355077552
NCK18,OUT017,2672.5580915664927
FDB52,OUT019,493.60251561481005
DRG25,OUT027,5483.63995844573
FDZ13,OUT049,896.3768138029371
FDB57,OUT019,646.5873656888783
FDR40,OUT046,1367.4670053772184
NCO14,OUT019,136.62731262243088
NCN19,OUT045,2947.7039858403446
FDQ28,OUT019,332.0744563894485
FDO13,OUT018,2232.101779258245
FDK48,OUT013,1360.9992278083862
FDU07,OUT018,2097.4439473187335
FDW20,OUT046,2232.302638266658
FDV12,OUT010,230.80279495496467
FDH24,OUT013,2422.9872650028415
FDV59,OUT049,3400.080981041901
FDK57,OUT045,1905.98719832512
FDL16,OUT027,951.2034427314138
NCQ17,OUT046,2415.8900070600343
FDJ15,OUT018,2981.8673242001983
FDX24,OUT049,1488.8521019317552
FDT47,OUT046,1671.0936950025598
FDT10,OUT049,930.2706035845446
FDZ37,OUT018,1255.9610400068282
FDW43,OUT027,6560.957982797163
DRN36,OUT017,1625.7970974305886
FDJ14,OUT045,1248.0677101890942
FDA32,OUT013,3330.9502283685824
FDJ38,OUT019,525.8800013000094
FDQ57,OUT017,2475.3108212136412
NCQ41,OUT019,457.074027944127
FDG56,OUT049,871.0173712313378
DRC13,OUT027,3082.496624545253
FDV55,OUT035,2615.8415670303566
FDQ49,OUT045,2554.5770778138713
FDE29,OUT010,148.32640857928152
FDR03,OUT013,3289.4198850968264
FDD45,OUT049,1491.2170239035777
FDN38,OUT010,673.9837448309756
FDT56,OUT046,821.5818996984276
FDT48,OUT045,3175.9777790451903
FDU03,OUT049,3058.6190032161307
FDC56,OUT010,225.62869680017212
NCO43,OUT027,2724.521324359766
FDQ27,OUT017,1852.6479746027574
FDR03,OUT046,3248.765254808559
DRH23,OUT010,163.01826949525304
FDG22,OUT045,632.4850483218776
NCJ42,OUT013,1608.4032988012987
FDR24,OUT046,1312.2501476903517
FDW60,OUT035,2899.655562113782
FDJ08,OUT013,3075.1823742119414
DRL59,OUT018,745.5810443628856
FDG60,OUT010,532.137786564363
FDW27,OUT017,2243.4804681652236
FDX14,OUT018,1277.5152348449037
FDC20,OUT013,752.4964159568912
NCS29,OUT018,3764.305162875733
FDJ56,OUT046,1639.2475548356783
FDB20,OUT019,168.15258435070868
FDL28,OUT027,6041.725229309528
FDW01,OUT018,2036.9522714272025
FDL03,OUT046,2868.224387403837
FDX22,OUT049,3820.901354699944
FDJ21,OUT035,2750.3540825837053
FDR31,OUT045,2299.2512314680284
FDG21,OUT035,2877.7044044615755
FDS22,OUT027,937.7304157294515
FDK08,OUT035,1610.0597695019685
FDE17,OUT018,2137.359632420816
NCN30,OUT017,1576.6447415763655
FDT50,OUT046,1569.9700834026712
NCX42,OUT049,2447.7733155742894
FDJ12,OUT035,3667.0692170979337
NCA18,OUT027,3053.225802259172
FDP23,OUT019,446.3473462960448
FDX12,OUT013,4002.0007417894876
FDN40,OUT018,2152.2912125132066
FDV48,OUT035,1312.5127244747741
NCY54,OUT013,2966.6709130591335
FDL16,OUT010,138.74151392440353
FDR45,OUT018,3302.440656990711
FDJ52,OUT046,2365.0836361985257
DRG01,OUT017,1363.7803255497777
FDP52,OUT013,4063.5268337414577
FDU58,OUT017,3141.986985082987
FDL02,OUT045,1660.35196699522
FDG28,OUT013,3903.3164031514593
FDA19,OUT035,1995.8264709583416
FDW46,OUT027,2056.6736316768497
NCD43,OUT049,1678.093367316678
DRG39,OUT013,776.4881189403769
NCF55,OUT049,639.2056059630913
FDJ07,OUT046,2068.251967976525
FDE08,OUT046,2455.8528516069355
FDP56,OUT019,141.96358793445626
FDT45,OUT045,793.1801088495502
FDF17,OUT018,2943.8931279819044
FDX44,OUT046,1315.6792014410646
FDM28,OUT027,4696.464597643479
FDI36,OUT049,3067.3098314697622
FDS07,OUT045,1829.8754118947745
FDD36,OUT045,1950.7508968371435
FDW11,OUT046,960.4422373779261
FDN40,OUT049,2270.7029907913334
NCQ18,OUT049,1648.4263650986645
NCQ54,OUT017,2705.862041382379
NCS42,OUT045,1535.4205147475172
DRH39,OUT010,161.5898746782108
FDC09,OUT027,2575.5553753680674
FDT08,OUT010,309.0991582070004
FDC08,OUT035,3855.2888080287244
FDT20,OUT017,616.8682610431438
FDS35,OUT035,1240.763772946919
FDX58,OUT018,3116.3216932076507
FDW58,OUT046,1712.5510903219904
DRD27,OUT046,1511.447517131983
FDH32,OUT019,201.48605387279156
FDS26,OUT035,4148.081692626699
FDQ31,OUT046,1369.4304565457996
FDP11,OUT018,3504.1154174740304
FDD58,OUT017,1580.7988784635727
FDM33,OUT045,3596.8011209437154
FDZ16,OUT049,3179.8813918565706
NCS29,OUT010,616.9424469422445
NCM18,OUT019,172.69331872087616
FDP11,OUT049,3819.5650747712643
NCC42,OUT017,2064.3752620558103
DRM23,OUT046,2779.676524591347
NCN55,OUT027,5393.137187902869
FDK46,OUT013,4101.169516524332
FDR01,OUT046,3111.092042429306
NCA05,OUT045,2456.275147519265
NCP43,OUT017,2986.0923768734133
FDR12,OUT010,390.7067029013986
FDQ01,OUT013,3722.3625247323866
FDM13,OUT046,1915.8879396457269
FDQ19,OUT017,3894.6073892201807
FDK56,OUT019,493.5161104093438
NCX06,OUT010,424.31376188621573
FDO56,OUT027,3032.8237680027737
FDU45,OUT045,1798.5079241095402
FDI16,OUT019,134.1236026160367
FDL32,OUT046,1939.6949694224227
FDA07,OUT046,2051.643702912096
FDA14,OUT045,2559.0082508746855
FDV46,OUT027,3108.634388863675
NCO07,OUT035,3420.984980475532
NCP41,OUT046,1682.8610177719006
FDY60,OUT018,1857.689718185169
FDN38,OUT017,3911.7506338977073
FDO15,OUT046,1224.6413681099411
FDT60,OUT013,1951.7594672803423
FDA55,OUT035,4027.9436970756014
FDE02,OUT010,181.78483004811716
DRJ39,OUT049,4284.455064430405
FDV34,OUT035,1171.2378254116973
FDS20,OUT027,4968.455252422658
FDF02,OUT027,2860.8257810855694
FDW40,OUT017,2252.260556772343
NCB43,OUT046,3136.0024696822984
FDR58,OUT017,1456.5469356444385
DRJ59,OUT035,652.1066724379291
NCD30,OUT017,1546.4941840134247
FDE14,OUT017,1572.0709576730897
FDC28,OUT018,1425.1105000830846
FDU16,OUT018,1165.6890983414075
NCD19,OUT035,803.7999358626294
FDU21,OUT046,629.579649650269
FDV59,OUT027,5056.581431255629
FDU03,OUT045,2992.321954662714
FDC33,OUT010,626.8674931730151
NCR42,OUT035,561.9248133495859
DRH59,OUT035,1207.9256317408901
NCM31,OUT035,2097.498532736432
FDS50,OUT035,4001.533238632848
FDP39,OUT046,803.5769806296111
FDQ55,OUT013,1979.234474235867
FDV36,OUT019,284.07321833746255
FDI05,OUT027,2189.5655236160255
FDS45,OUT027,2536.10241467868
FDA39,OUT045,719.9587803422479
FDC37,OUT010,247.25815343334045
FDJ60,OUT027,4387.493522457087
DRQ35,OUT046,2002.5003105371516
NCJ06,OUT046,2019.7567181486331
NCY42,OUT018,2256.053798400023
DRM37,OUT049,3177.7461696073233
FDR14,OUT045,854.1999612855159
FDE51,OUT049,689.0431344366076
FDT33,OUT017,2614.064155404289
FDR08,OUT013,1721.9528832121175
FDE36,OUT010,397.8351599393481
FDL22,OUT019,256.39941702414194
FDR44,OUT013,1973.867306074898
FDI56,OUT019,222.85292832281303
FDE47,OUT010,319.97239786960307
FDV27,OUT010,223.59348801156648
FDV10,OUT049,710.5377985804377
FDC40,OUT045,1246.9626057668147
NCX41,OUT013,3551.558799756558
NCQ38,OUT027,2249.94582504783
FDV12,OUT027,2730.410741656343
FDE52,OUT017,1297.9090952124452
FDG20,OUT027,4410.537352199127
FDV16,OUT027,907.278840142462
FDI32,OUT017,2162.2970535010245
FDJ32,OUT049,914.5869956785241
FDN39,OUT018,2642.305935338245
FDY34,OUT017,2637.220750481557
FDC14,OUT035,630.816894738646
FDA55,OUT017,4063.5702946011147
FDZ50,OUT010,598.7379144733841
DRG13,OUT049,2738.0399611314815
FDP01,OUT013,2376.411143712712
NCG54,OUT017,2950.062525991679
FDM13,OUT045,1831.946300979465
NCO18,OUT027,4544.68821659997
NCW41,OUT013,2581.6432664556683
FDM52,OUT027,3864.046658282449
NCF55,OUT035,627.357807813697
FDT09,OUT046,2246.066309389502
NCM19,OUT035,1782.099515449859
FDW12,OUT018,1945.0236446763215
FDP15,OUT019,547.4709289239337
FDK36,OUT045,758.4780787987881
FDZ25,OUT035,3030.0005669593643
NCW06,OUT049,3171.658943444069
FDW60,OUT046,3092.4913453833287
DRC49,OUT013,2587.891222448804
NCT17,OUT035,3129.498186597314
NCN06,OUT018,2387.61074355021
FDC45,OUT013,2750.117628274853
DRJ47,OUT019,432.855750845101
NCF06,OUT045,4165.2112052628645
FDE21,OUT010,319.8589245178031
DRG27,OUT013,662.3166908557696
FDW40,OUT049,2275.1973366755096
NCO53,OUT046,3122.964966079805
FDE23,OUT049,642.280049649757
FDQ16,OUT046,1679.183996485665
FDS26,OUT045,3818.8827837899835
FDZ13,OUT010,105.11842061219764
FDS14,OUT049,2259.3543084826524
FDC10,OUT045,1837.5065772821272
FDY16,OUT049,3013.2424018503625
FDJ20,OUT035,1935.5291768911463
FDV43,OUT035,621.5019745174106
FDZ32,OUT027,2399.7807836506922
FDR23,OUT046,3000.7405135158397
FDN24,OUT035,911.9741938334032
FDE34,OUT027,4878.015966542402
FDU31,OUT013,3414.085942998866
FDW33,OUT018,1491.5199625535859
FDU26,OUT046,1939.1646492770267
FDE20,OUT027,4376.41419305572
NCW05,OUT035,1784.5743554744154
FDB22,OUT018,2176.4399502247174
FDO56,OUT046,1932.7142883442687
FDA19,OUT027,3541.3725841247283
DRI39,OUT045,858.9506411477195
FDH52,OUT018,764.2231348047794
FDZ50,OUT035,3162.3740038904693
NCN42,OUT035,2575.36363160835
FDB53,OUT013,2651.0010583368553
DRG11,OUT017,1671.072920975214
DRK11,OUT027,4234.777177509558
FDQ60,OUT017,1962.101665742405
FDT36,OUT017,510.80808811434093
DRG25,OUT018,3195.293499587305
DRJ23,OUT046,3090.073830122369
FDG05,OUT035,2424.8771545356894
NCK06,OUT018,1760.450541764308
FDU52,OUT017,2270.256698385819
FDW07,OUT018,1237.9345085504656
NCM17,OUT045,716.7923745525743
FDA22,OUT045,2915.923166774158
NCA41,OUT018,2940.9801602421685
FDF38,OUT035,621.7861202564919
FDH52,OUT046,917.0549712126528
FDY58,OUT019,607.7782103780021
FDZ16,OUT045,3070.0173783075916
NCM18,OUT017,1020.3957423473018
FDA22,OUT018,2460.058235814779
NCJ43,OUT035,2984.5548658458674
FDI34,OUT027,6374.358253269724
FDG56,OUT046,1031.2895820493068
FDS34,OUT046,1931.996632926699
DRC01,OUT035,826.5010820365526
FDQ04,OUT035,673.9230308281886
FDK04,OUT035,770.925856116593
FDT51,OUT049,1829.4826723635756
FDV26,OUT017,3143.7709979314136
FDS04,OUT049,2314.398311508342
FDW43,OUT018,3457.4289015260515
FDQ28,OUT010,332.8834772449595
NCK06,OUT017,1944.8448041142244
FDS23,OUT018,1858.9628208417382
FDZ36,OUT019,539.2634464551327
FDE56,OUT018,826.2317082473324
FDW10,OUT027,5185.358894766774
NCN14,OUT045,3102.369960930799
NCQ18,OUT045,1640.7104768826953
FDW08,OUT017,1676.5785964750319
FDU43,OUT035,4214.078075834167
FDR33,OUT010,337.2549635493046
FDM24,OUT010,489.6047791280148
NCZ05,OUT046,1719.4336339787585
NCV41,OUT035,1779.4297652729456
FDV11,OUT018,2821.010476326381
NCY05,OUT035,618.6328454025319
FDV44,OUT018,2963.021644743063
FDW32,OUT049,1165.6412865750558
NCU18,OUT027,3385.4455748014166
NCC43,OUT035,3989.9883653655015
FDW19,OUT013,1741.4539633412069
FDN31,OUT035,3036.828208610158
FDI48,OUT045,753.7428863319727
FDS24,OUT017,1328.4970604800972
FDF46,OUT049,1957.0015326710363
DRG23,OUT017,2248.5152034074185
FDG14,OUT018,2070.0483455134645
NCY30,OUT049,3004.322737641827
FDO28,OUT018,1683.8033968904897
DRD24,OUT035,2117.1543911695053
FDI33,OUT049,1385.7255362018914
FDN32,OUT046,3009.8924607227036
FDR16,OUT045,3939.343014516544
FDF26,OUT046,2253.679367535186
NCN29,OUT018,689.4743585250486
FDE20,OUT045,2893.3721720802946
FDA46,OUT046,3233.6325924959715
FDU28,OUT045,3005.162076789728
FDQ48,OUT045,1550.3185484688458
FDV36,OUT013,2202.6727521618413
FDR14,OUT018,728.1130580822164
FDP23,OUT017,3743.007789860154
FDP56,OUT013,765.6502663720116
FDK48,OUT010,179.74417474818466
FDR48,OUT046,2489.106983259301
NCY29,OUT049,832.851481588789
FDM22,OUT018,800.9648208182996
DRJ01,OUT013,2424.516999064362
FDZ43,OUT045,4039.2592653073343
FDV03,OUT035,2642.903830826176
FDX11,OUT027,5004.881421396622
NCA41,OUT027,4816.7777978831655
FDE38,OUT017,2507.790601198437
FDI27,OUT018,635.1511052014878
FDN32,OUT013,3020.7478196601655
NCN43,OUT017,2028.7631542459726
FDB47,OUT027,5175.576893601631
FDV03,OUT017,2628.1563217375115
NCN30,OUT045,1547.901080940499
NCV54,OUT010,314.32983720928473
FDV07,OUT013,1599.7035433806896
FDP07,OUT049,2855.00233480052
FDK48,OUT018,996.5855050577316
FDM15,OUT019,266.2586060743259
FDY19,OUT027,3130.1566252505813
FDK46,OUT046,4559.369392994646
FDY11,OUT045,1060.0317950694402
FDH09,OUT046,774.1878285897359
FDO08,OUT027,4116.387843433141
FDU14,OUT013,4206.17441131857
FDD22,OUT027,3269.70533253224
FDM27,OUT017,2995.405115705671
FDL02,OUT027,2733.6035734501515
NCA17,OUT035,2576.3350329594236
FDE38,OUT019,514.300271288218
NCG07,OUT049,3164.9429603971057
DRC27,OUT013,4083.4136856986065
FDA27,OUT035,3921.7103294977906
FDW40,OUT045,2152.0963539265317
DRI11,OUT013,1894.968928494069
FDN50,OUT046,1545.4556249406453
FDR12,OUT046,3140.8549768348735
FDT34,OUT027,3045.916268027209
FDW11,OUT035,948.203430330737
NCO30,OUT027,4997.745902401739
FDZ34,OUT017,3192.7304250779307
FDU45,OUT017,1889.9455077550388
NCD42,OUT035,602.5711764327367
FDX25,OUT045,3119.73538535668
NCR29,OUT046,804.0318955440737
FDX43,OUT019,474.53590139980736
FDB04,OUT010,193.54661647357275
FDR49,OUT027,1643.1253372178319
FDS39,OUT018,1895.4535301990875
FDW58,OUT045,1644.618015105713
FDG22,OUT019,69.81638645324874
FDG31,OUT017,990.052258981315
NCV53,OUT027,7087.532655381003
DRJ37,OUT035,2449.7586947973236
FDV07,OUT035,1758.9106662300585
FDW52,OUT018,2186.7023890574537
FDT15,OUT045,3152.7384698606675
FDD02,OUT018,1766.3114751969824
FDM16,OUT035,1183.7732044511715
NCE55,OUT046,2842.9265419001667
FDB57,OUT018,3506.5630263085163
FDQ04,OUT013,663.5075580430276
FDQ47,OUT019,80.75476935643712
FDY14,OUT019,556.9665099337956
DRK37,OUT017,3290.2942058750064
FDO25,OUT017,3771.4927948379895
FDL57,OUT046,4594.5289014467235
NCK29,OUT018,1792.431280457766
FDK46,OUT027,6564.490803039569
NCB43,OUT010,546.8822843963324
DRE01,OUT027,5980.868181765839
FDC46,OUT018,3161.1445626394284
FDQ23,OUT045,1642.8428216075658
FDX38,OUT049,756.100870886632
FDG60,OUT018,3585.7136593553587
FDW55,OUT017,3997.667831537679
FDP39,OUT013,723.5646025562424
FDB20,OUT018,1150.0351004219842
FDV21,OUT017,2324.958740884906
FDZ02,OUT013,1501.6482145433295
FDP19,OUT027,2941.775975941347
FDA38,OUT035,4065.4841304428364
FDH22,OUT045,1955.9606597901106
DRM11,OUT045,4310.168329875248
FDO12,OUT027,4561.086656653863
FDT14,OUT049,2123.312715911332
FDW34,OUT010,532.7054274305458
FDG04,OUT027,4599.009320128859
FDW59,OUT018,1194.6022760308183
FDR33,OUT018,1565.0025854535456
FDP32,OUT013,2031.7099403103439
FDL13,OUT027,6214.595940901566
FDD22,OUT013,1906.4785086099644
FDV40,OUT027,1837.1029934159894
NCD55,OUT046,671.198537555074
FDQ20,OUT010,79.22094982358048
FDD28,OUT045,772.9356827385323
FDC39,OUT045,3639.5016870838963
NCR17,OUT049,2009.5168097878134
DRO35,OUT018,1690.4421869312507
FDF40,OUT049,3903.9053343886403
FDR31,OUT018,2243.7595106393082
NCQ41,OUT017,2996.2017199725274
FDP38,OUT046,756.5285289749534
NCU54,OUT027,5239.082161436393
FDG22,OUT018,442.5553196198469
DRK59,OUT013,3655.359009708671
FDC37,OUT046,1693.2992499556613
NCO42,OUT013,2446.5299314209424
NCT42,OUT017,2267.128080785625
FDX27,OUT035,1512.3179474494784
FDV40,OUT018,1047.484427147077
FDT45,OUT027,1695.7899878089497
FDS47,OUT019,243.27613549644633
FDR45,OUT035,4182.799209856088
FDB03,OUT045,3887.23789329722
FDO49,OUT035,813.5749904014341
FDU60,OUT027,4343.6207282156465
FDB26,OUT018,712.3101918970114
FDB46,OUT017,3348.5162515245033
FDQ37,OUT019,451.3279077193977
FDN03,OUT017,3961.5847533070205
NCX30,OUT045,4216.243096575568
FDK32,OUT019,319.26139975137164
DRM47,OUT013,3135.993296126937
NCO02,OUT046,1132.2621051206397
FDP04,OUT013,981.3108846671487
NCO43,OUT049,1713.0333166772214
FDD59,OUT013,1233.1444770395192
FDQ10,OUT017,3182.1395629691665
FDW45,OUT035,2647.1062904919863
NCK30,OUT049,4173.176165401141
FDU31,OUT018,2992.819947030586
NCQ17,OUT019,289.09556964709446
FDN01,OUT017,2870.705482926222
FDZ19,OUT049,2865.0356501477318
DRG37,OUT017,2634.843613640517
FDE32,OUT045,524.9938986424514
FDO34,OUT049,2865.586857285278
FDM04,OUT019,122.69593699151179
FDZ25,OUT049,3047.538640999366
